,ID,Naames,Links,Parent
1260,M70,"Soft tissue disorders related to use, overuse and pressure ",http://www.icd10data.com//ICD10CM/Codes/M00-M99/M70-M79/M70-,M70-M79
1261,M71,Other bursopathies ,http://www.icd10data.com//ICD10CM/Codes/M00-M99/M70-M79/M71-,M70-M79
1262,M72,Fibroblastic disorders ,http://www.icd10data.com//ICD10CM/Codes/M00-M99/M70-M79/M72-,M70-M79
1263,M75,Shoulder lesions ,http://www.icd10data.com//ICD10CM/Codes/M00-M99/M70-M79/M75-,M70-M79
1264,M76,"Enthesopathies, lower limb, excluding foot ",http://www.icd10data.com//ICD10CM/Codes/M00-M99/M70-M79/M76-,M70-M79
1265,M77,Other enthesopathies ,http://www.icd10data.com//ICD10CM/Codes/M00-M99/M70-M79/M77-,M70-M79
1266,M79,"Other and unspecified soft tissue disorders, not elsewhere classified ",http://www.icd10data.com//ICD10CM/Codes/M00-M99/M70-M79/M79-,M70-M79
1267,M80,Osteoporosis with current pathological fracture ,http://www.icd10data.com//ICD10CM/Codes/M00-M99/M80-M85/M80-,M80-M85
1268,M81,Osteoporosis without current pathological fracture ,http://www.icd10data.com//ICD10CM/Codes/M00-M99/M80-M85/M81-,M80-M85
1269,M83,Adult osteomalacia ,http://www.icd10data.com//ICD10CM/Codes/M00-M99/M80-M85/M83-,M80-M85
1270,M84,Disorder of continuity of bone ,http://www.icd10data.com//ICD10CM/Codes/M00-M99/M80-M85/M84-,M80-M85
1271,M85,Other disorders of bone density and structure ,http://www.icd10data.com//ICD10CM/Codes/M00-M99/M80-M85/M85-,M80-M85
1272,M86,Osteomyelitis ,http://www.icd10data.com//ICD10CM/Codes/M00-M99/M86-M90/M86-,M86-M90
1273,M87,Osteonecrosis ,http://www.icd10data.com//ICD10CM/Codes/M00-M99/M86-M90/M87-,M86-M90
1274,M88,Osteitis deformans [Paget's disease of bone] ,http://www.icd10data.com//ICD10CM/Codes/M00-M99/M86-M90/M88-,M86-M90
1275,M89,Other disorders of bone ,http://www.icd10data.com//ICD10CM/Codes/M00-M99/M86-M90/M89-,M86-M90
1276,M90,Osteopathies in diseases classified elsewhere ,http://www.icd10data.com//ICD10CM/Codes/M00-M99/M86-M90/M90-,M86-M90
1277,M91,Juvenile osteochondrosis of hip and pelvis ,http://www.icd10data.com//ICD10CM/Codes/M00-M99/M91-M94/M91-,M91-M94
1278,M92,Other juvenile osteochondrosis ,http://www.icd10data.com//ICD10CM/Codes/M00-M99/M91-M94/M92-,M91-M94
1279,M93,Other osteochondropathies ,http://www.icd10data.com//ICD10CM/Codes/M00-M99/M91-M94/M93-,M91-M94
1280,M94,Other disorders of cartilage ,http://www.icd10data.com//ICD10CM/Codes/M00-M99/M91-M94/M94-,M91-M94
1281,M95,Other acquired deformities of musculoskeletal system and connective tissue ,http://www.icd10data.com//ICD10CM/Codes/M00-M99/M95-M95/M95-,M95-M95
1282,M96,"Intraoperative and postprocedural complications and disorders of musculoskeletal system, not elsewhere classified ",http://www.icd10data.com//ICD10CM/Codes/M00-M99/M96-M96/M96-,M96-M96
1283,M99,"Biomechanical lesions, not elsewhere classified ",http://www.icd10data.com//ICD10CM/Codes/M00-M99/M99-M99/M99-,M99-M99
1284,N00,Acute nephritic syndrome ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N00-N08/N00-,N00-N08
1285,N01,Rapidly progressive nephritic syndrome ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N00-N08/N01-,N00-N08
1286,N02,Recurrent and persistent hematuria ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N00-N08/N02-,N00-N08
1287,N03,Chronic nephritic syndrome ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N00-N08/N03-,N00-N08
1288,N04,Nephrotic syndrome ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N00-N08/N04-,N00-N08
1289,N05,Unspecified nephritic syndrome ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N00-N08/N05-,N00-N08
1290,N06,Isolated proteinuria with specified morphological lesion ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N00-N08/N06-,N00-N08
1291,N07,"Hereditary nephropathy, not elsewhere classified ",http://www.icd10data.com//ICD10CM/Codes/N00-N99/N00-N08/N07-,N00-N08
1292,N08,Glomerular disorders in diseases classified elsewhere ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N00-N08/N08-,N00-N08
1293,N10,Acute tubulo-interstitial nephritis ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N10-N16/N10-,N10-N16
1294,N11,Chronic tubulo-interstitial nephritis ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N10-N16/N11-,N10-N16
1295,N12,"Tubulo-interstitial nephritis, not specified as acute or chronic ",http://www.icd10data.com//ICD10CM/Codes/N00-N99/N10-N16/N12-,N10-N16
1296,N13,Obstructive and reflux uropathy ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N10-N16/N13-,N10-N16
1297,N14,Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N10-N16/N14-,N10-N16
1298,N15,Other renal tubulo-interstitial diseases ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N10-N16/N15-,N10-N16
1299,N16,Renal tubulo-interstitial disorders in diseases classified elsewhere ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N10-N16/N16-,N10-N16
1300,N17,Acute kidney failure ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N17-N19/N17-,N17-N19
1301,N18,Chronic kidney disease (CKD) ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N17-N19/N18-,N17-N19
1302,N19,Unspecified kidney failure ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N17-N19/N19-,N17-N19
1303,N20,Calculus of kidney and ureter ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N20-N23/N20-,N20-N23
1304,N21,Calculus of lower urinary tract ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N20-N23/N21-,N20-N23
1305,N22,Calculus of urinary tract in diseases classified elsewhere ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N20-N23/N22-,N20-N23
1306,N23,Unspecified renal colic ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N20-N23/N23-,N20-N23
1307,N25,Disorders resulting from impaired renal tubular function ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N25-N29/N25-,N25-N29
1308,N26,Unspecified contracted kidney ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N25-N29/N26-,N25-N29
1309,N27,Small kidney of unknown cause ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N25-N29/N27-,N25-N29
1310,N28,"Other disorders of kidney and ureter, not elsewhere classified ",http://www.icd10data.com//ICD10CM/Codes/N00-N99/N25-N29/N28-,N25-N29
1311,N29,Other disorders of kidney and ureter in diseases classified elsewhere ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N25-N29/N29-,N25-N29
1312,N30,Cystitis ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N30-N39/N30-,N30-N39
1313,N31,"Neuromuscular dysfunction of bladder, not elsewhere classified ",http://www.icd10data.com//ICD10CM/Codes/N00-N99/N30-N39/N31-,N30-N39
1314,N32,Other disorders of bladder ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N30-N39/N32-,N30-N39
1315,N33,Bladder disorders in diseases classified elsewhere ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N30-N39/N33-,N30-N39
1316,N34,Urethritis and urethral syndrome ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N30-N39/N34-,N30-N39
1317,N35,Urethral stricture ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N30-N39/N35-,N30-N39
1318,N36,Other disorders of urethra ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N30-N39/N36-,N30-N39
1319,N37,Urethral disorders in diseases classified elsewhere ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N30-N39/N37-,N30-N39
1320,N39,Other disorders of urinary system ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N30-N39/N39-,N30-N39
1321,N40,Enlarged prostate ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N40-N53/N40-,N40-N53
1322,N41,Inflammatory diseases of prostate ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N40-N53/N41-,N40-N53
1323,N42,Other and unspecified disorders of prostate ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N40-N53/N42-,N40-N53
1324,N43,Hydrocele and spermatocele ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N40-N53/N43-,N40-N53
1325,N44,Noninflammatory disorders of testis ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N40-N53/N44-,N40-N53
1326,N45,Orchitis and epididymitis ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N40-N53/N45-,N40-N53
1327,N46,Male infertility ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N40-N53/N46-,N40-N53
1328,N47,Disorders of prepuce ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N40-N53/N47-,N40-N53
1329,N48,Other disorders of penis ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N40-N53/N48-,N40-N53
1330,N49,"Inflammatory disorders of male genital organs, not elsewhere classified ",http://www.icd10data.com//ICD10CM/Codes/N00-N99/N40-N53/N49-,N40-N53
1331,N50,Other and unspecified disorders of male genital organs ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N40-N53/N50-,N40-N53
1332,N51,Disorders of male genital organs in diseases classified elsewhere ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N40-N53/N51-,N40-N53
1333,N52,Male erectile dysfunction ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N40-N53/N52-,N40-N53
1334,N53,Other male sexual dysfunction ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N40-N53/N53-,N40-N53
1335,N60,Benign mammary dysplasia ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N60-N65/N60-,N60-N65
1336,N61,Inflammatory disorders of breast ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N60-N65/N61-,N60-N65
1337,N62,Hypertrophy of breast ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N60-N65/N62-,N60-N65
1338,N63,Unspecified lump in breast ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N60-N65/N63-,N60-N65
1339,N64,Other disorders of breast ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N60-N65/N64-,N60-N65
1340,N65,Deformity and disproportion of reconstructed breast ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N60-N65/N65-,N60-N65
1341,N70,Salpingitis and oophoritis ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N70-N77/N70-,N70-N77
1342,N71,"Inflammatory disease of uterus, except cervix ",http://www.icd10data.com//ICD10CM/Codes/N00-N99/N70-N77/N71-,N70-N77
1343,N72,Inflammatory disease of cervix uteri ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N70-N77/N72-,N70-N77
1344,N73,Other female pelvic inflammatory diseases ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N70-N77/N73-,N70-N77
1345,N74,Female pelvic inflammatory disorders in diseases classified elsewhere ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N70-N77/N74-,N70-N77
1346,N75,Diseases of Bartholin's gland ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N70-N77/N75-,N70-N77
1347,N76,Other inflammation of vagina and vulva ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N70-N77/N76-,N70-N77
1348,N77,Vulvovaginal ulceration and inflammation in diseases classified elsewhere ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N70-N77/N77-,N70-N77
1349,N80,Endometriosis ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N80-N98/N80-,N80-N98
1350,N81,Female genital prolapse ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N80-N98/N81-,N80-N98
1351,N82,Fistulae involving female genital tract ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N80-N98/N82-,N80-N98
1352,N83,"Noninflammatory disorders of ovary, fallopian tube and broad ligament ",http://www.icd10data.com//ICD10CM/Codes/N00-N99/N80-N98/N83-,N80-N98
1353,N84,Polyp of female genital tract ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N80-N98/N84-,N80-N98
1354,N85,"Other noninflammatory disorders of uterus, except cervix ",http://www.icd10data.com//ICD10CM/Codes/N00-N99/N80-N98/N85-,N80-N98
1355,N86,Erosion and ectropion of cervix uteri ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N80-N98/N86-,N80-N98
1356,N87,Dysplasia of cervix uteri ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N80-N98/N87-,N80-N98
1357,N88,Other noninflammatory disorders of cervix uteri ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N80-N98/N88-,N80-N98
1358,N89,Other noninflammatory disorders of vagina ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N80-N98/N89-,N80-N98
1359,N90,Other noninflammatory disorders of vulva and perineum ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N80-N98/N90-,N80-N98
1360,N91,"Absent, scanty and rare menstruation ",http://www.icd10data.com//ICD10CM/Codes/N00-N99/N80-N98/N91-,N80-N98
1361,N92,"Excessive, frequent and irregular menstruation ",http://www.icd10data.com//ICD10CM/Codes/N00-N99/N80-N98/N92-,N80-N98
1362,N93,Other abnormal uterine and vaginal bleeding ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N80-N98/N93-,N80-N98
1363,N94,Pain and other conditions associated with female genital organs and menstrual cycle ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N80-N98/N94-,N80-N98
1364,N95,Menopausal and other perimenopausal disorders ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N80-N98/N95-,N80-N98
1365,N96,Recurrent pregnancy loss ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N80-N98/N96-,N80-N98
1366,N97,Female infertility ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N80-N98/N97-,N80-N98
1367,N98,Complications associated with artificial fertilization ,http://www.icd10data.com//ICD10CM/Codes/N00-N99/N80-N98/N98-,N80-N98
1368,N99,"Intraoperative and postprocedural complications and disorders of genitourinary system, not elsewhere classified ",http://www.icd10data.com//ICD10CM/Codes/N00-N99/N99-N99/N99-,N99-N99
1369,O00,Ectopic pregnancy ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O00-O08/O00-,O00-O08
1370,O01,Hydatidiform mole ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O00-O08/O01-,O00-O08
1371,O02,Other abnormal products of conception ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O00-O08/O02-,O00-O08
1372,O03,Spontaneous abortion ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O00-O08/O03-,O00-O08
1373,O04,Complications following (induced) termination of pregnancy ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O00-O08/O04-,O00-O08
1374,O07,Failed attempted termination of pregnancy ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O00-O08/O07-,O00-O08
1375,O08,Complications following ectopic and molar pregnancy ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O00-O08/O08-,O00-O08
1376,O09,Supervision of high risk pregnancy ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O09-O09/O09-,O09-O09
1377,O10,"Pre-existing hypertension complicating pregnancy, childbirth and the puerperium ",http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O10-O16/O10-,O10-O16
1378,O11,Pre-existing hypertension with pre-eclampsia ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O10-O16/O11-,O10-O16
1379,O12,Gestational [pregnancy-induced] edema and proteinuria without hypertension ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O10-O16/O12-,O10-O16
1380,O13,Gestational [pregnancy-induced] hypertension without significant proteinuria ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O10-O16/O13-,O10-O16
1381,O14,Pre-eclampsia ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O10-O16/O14-,O10-O16
1382,O15,Eclampsia ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O10-O16/O15-,O10-O16
1383,O16,Unspecified maternal hypertension ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O10-O16/O16-,O10-O16
1384,O20,Hemorrhage in early pregnancy ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O20-O29/O20-,O20-O29
1385,O21,Excessive vomiting in pregnancy ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O20-O29/O21-,O20-O29
1386,O22,Venous complications and hemorrhoids in pregnancy ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O20-O29/O22-,O20-O29
1387,O23,Infections of genitourinary tract in pregnancy ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O20-O29/O23-,O20-O29
1388,O24,"Diabetes mellitus in pregnancy, childbirth, and the puerperium ",http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O20-O29/O24-,O20-O29
1389,O25,"Malnutrition in pregnancy, childbirth and the puerperium ",http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O20-O29/O25-,O20-O29
1390,O26,Maternal care for other conditions predominantly related to pregnancy ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O20-O29/O26-,O20-O29
1391,O28,Abnormal findings on antenatal screening of mother ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O20-O29/O28-,O20-O29
1392,O29,Complications of anesthesia during pregnancy ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O20-O29/O29-,O20-O29
1393,O30,Multiple gestation ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O30-O48/O30-,O30-O48
1394,O31,Complications specific to multiple gestation ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O30-O48/O31-,O30-O48
1395,O32,Maternal care for malpresentation of fetus ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O30-O48/O32-,O30-O48
1396,O33,Maternal care for disproportion ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O30-O48/O33-,O30-O48
1397,O34,Maternal care for abnormality of pelvic organs ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O30-O48/O34-,O30-O48
1398,O35,Maternal care for known or suspected fetal abnormality and damage ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O30-O48/O35-,O30-O48
1399,O36,Maternal care for other fetal problems ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O30-O48/O36-,O30-O48
1400,O40,Polyhydramnios ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O30-O48/O40-,O30-O48
1401,O41,Other disorders of amniotic fluid and membranes ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O30-O48/O41-,O30-O48
1402,O42,Premature rupture of membranes ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O30-O48/O42-,O30-O48
1403,O43,Placental disorders ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O30-O48/O43-,O30-O48
1404,O44,Placenta previa ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O30-O48/O44-,O30-O48
1405,O45,Premature separation of placenta [abruptio placentae] ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O30-O48/O45-,O30-O48
1406,O46,"Antepartum hemorrhage, not elsewhere classified ",http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O30-O48/O46-,O30-O48
1407,O47,False labor ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O30-O48/O47-,O30-O48
1408,O48,Late pregnancy ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O30-O48/O48-,O30-O48
1409,O60,Preterm labor ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O60-O77/O60-,O60-O77
1410,O61,Failed induction of labor ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O60-O77/O61-,O60-O77
1411,O62,Abnormalities of forces of labor ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O60-O77/O62-,O60-O77
1412,O63,Long labor ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O60-O77/O63-,O60-O77
1413,O64,Obstructed labor due to malposition and malpresentation of fetus ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O60-O77/O64-,O60-O77
1414,O65,Obstructed labor due to maternal pelvic abnormality ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O60-O77/O65-,O60-O77
1415,O66,Other obstructed labor ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O60-O77/O66-,O60-O77
1416,O67,"Labor and delivery complicated by intrapartum hemorrhage, not elsewhere classified ",http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O60-O77/O67-,O60-O77
1417,O68,Labor and delivery complicated by abnormality of fetal acid-base balance ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O60-O77/O68-,O60-O77
1418,O69,Labor and delivery complicated by umbilical cord complications ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O60-O77/O69-,O60-O77
1419,O70,Perineal laceration during delivery ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O60-O77/O70-,O60-O77
1420,O71,Other obstetric trauma ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O60-O77/O71-,O60-O77
1421,O72,Postpartum hemorrhage ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O60-O77/O72-,O60-O77
1422,O73,"Retained placenta and membranes, without hemorrhage ",http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O60-O77/O73-,O60-O77
1423,O74,Complications of anesthesia during labor and delivery ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O60-O77/O74-,O60-O77
1424,O75,"Other complications of labor and delivery, not elsewhere classified ",http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O60-O77/O75-,O60-O77
1425,O76,Abnormality in fetal heart rate and rhythm complicating labor and delivery ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O60-O77/O76-,O60-O77
1426,O77,Other fetal stress complicating labor and delivery ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O60-O77/O77-,O60-O77
1427,O80,Encounter for full-term uncomplicated delivery ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O80-O82/O80-,O80-O82
1428,O82,Encounter for cesarean delivery without indication ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O80-O82/O82-,O80-O82
1429,O85,Puerperal sepsis ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O85-O92/O85-,O85-O92
1430,O86,Other puerperal infections ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O85-O92/O86-,O85-O92
1431,O87,Venous complications and hemorrhoids in the puerperium ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O85-O92/O87-,O85-O92
1432,O88,Obstetric embolism ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O85-O92/O88-,O85-O92
1433,O89,Complications of anesthesia during the puerperium ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O85-O92/O89-,O85-O92
1434,O90,"Complications of the puerperium, not elsewhere classified ",http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O85-O92/O90-,O85-O92
1435,O91,"Infections of breast associated with pregnancy, the puerperium and lactation ",http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O85-O92/O91-,O85-O92
1436,O92,Other disorders of breast and disorders of lactation associated with pregnancy and the puerperium ,http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O85-O92/O92-,O85-O92
1437,O94,"Sequelae of complication of pregnancy, childbirth, and the puerperium ",http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O94-O9A/O94-,O94-O9A
1438,O98,"Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium ",http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O94-O9A/O98-,O94-O9A
1439,O99,"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium ",http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O94-O9A/O99-,O94-O9A
1440,O9A,"Maternal malignant neoplasms, traumatic injuries and abuse classifiable elsewhere but complicating pregnancy, childbirth and the puerperium ",http://www.icd10data.com//ICD10CM/Codes/O00-O9A/O94-O9A/O9A-,O94-O9A
1441,P00,Newborn (suspected to be) affected by maternal conditions that may be unrelated to present pregnancy ,http://www.icd10data.com//ICD10CM/Codes/P00-P96/P00-P04/P00-,P00-P04
1442,P01,Newborn (suspected to be) affected by maternal complications of pregnancy ,http://www.icd10data.com//ICD10CM/Codes/P00-P96/P00-P04/P01-,P00-P04
1443,P02,"Newborn (suspected to be) affected by complications of placenta, cord and membranes ",http://www.icd10data.com//ICD10CM/Codes/P00-P96/P00-P04/P02-,P00-P04
1444,P03,Newborn (suspected to be) affected by other complications of labor and delivery ,http://www.icd10data.com//ICD10CM/Codes/P00-P96/P00-P04/P03-,P00-P04
1445,P04,Newborn (suspected to be) affected by noxious substances transmitted via placenta or breast milk ,http://www.icd10data.com//ICD10CM/Codes/P00-P96/P00-P04/P04-,P00-P04
1446,P05,Disorders of newborn related to slow fetal growth and fetal malnutrition ,http://www.icd10data.com//ICD10CM/Codes/P00-P96/P05-P08/P05-,P05-P08
1447,P07,"Disorders of newborn related to short gestation and low birth weight, not elsewhere classified ",http://www.icd10data.com//ICD10CM/Codes/P00-P96/P05-P08/P07-,P05-P08
1448,P08,Disorders of newborn related to long gestation and high birth weight ,http://www.icd10data.com//ICD10CM/Codes/P00-P96/P05-P08/P08-,P05-P08
1449,P09,Abnormal findings on neonatal screening ,http://www.icd10data.com//ICD10CM/Codes/P00-P96/P09-P09/P09-,P09-P09
1450,P10,Intracranial laceration and hemorrhage due to birth injury ,http://www.icd10data.com//ICD10CM/Codes/P00-P96/P10-P15/P10-,P10-P15
1451,P11,Other birth injuries to central nervous system ,http://www.icd10data.com//ICD10CM/Codes/P00-P96/P10-P15/P11-,P10-P15
1452,P12,Birth injury to scalp ,http://www.icd10data.com//ICD10CM/Codes/P00-P96/P10-P15/P12-,P10-P15
1453,P13,Birth injury to skeleton ,http://www.icd10data.com//ICD10CM/Codes/P00-P96/P10-P15/P13-,P10-P15
1454,P14,Birth injury to peripheral nervous system ,http://www.icd10data.com//ICD10CM/Codes/P00-P96/P10-P15/P14-,P10-P15
1455,P15,Other birth injuries ,http://www.icd10data.com//ICD10CM/Codes/P00-P96/P10-P15/P15-,P10-P15
1456,P19,Metabolic acidemia in newborn ,http://www.icd10data.com//ICD10CM/Codes/P00-P96/P19-P29/P19-,P19-P29
1457,P22,Respiratory distress of newborn ,http://www.icd10data.com//ICD10CM/Codes/P00-P96/P19-P29/P22-,P19-P29
1458,P23,Congenital pneumonia ,http://www.icd10data.com//ICD10CM/Codes/P00-P96/P19-P29/P23-,P19-P29
1459,P24,Neonatal aspiration ,http://www.icd10data.com//ICD10CM/Codes/P00-P96/P19-P29/P24-,P19-P29
1460,P25,Interstitial emphysema and related conditions originating in the perinatal period ,http://www.icd10data.com//ICD10CM/Codes/P00-P96/P19-P29/P25-,P19-P29
1461,P26,Pulmonary hemorrhage originating in the perinatal period ,http://www.icd10data.com//ICD10CM/Codes/P00-P96/P19-P29/P26-,P19-P29
1462,P27,Chronic respiratory disease originating in the perinatal period ,http://www.icd10data.com//ICD10CM/Codes/P00-P96/P19-P29/P27-,P19-P29
1463,P28,Other respiratory conditions originating in the perinatal period ,http://www.icd10data.com//ICD10CM/Codes/P00-P96/P19-P29/P28-,P19-P29
