,name,id,label,title,value
885,H44,885,H44,Disorders of globe ,2410
886,H46,886,H46,Optic neuritis ,899
887,H47,887,H47,Other disorders of optic [2nd] nerve and visual pathways ,12.2
888,H49,888,H49,Paralytic strabismus ,40.2
889,H50,889,H50,Other strabismus ,2000
890,H51,890,H51,Other disorders of binocular movement ,39.4
891,H52,891,H52,Disorders of refraction and accommodation ,22
892,H53,892,H53,Visual disturbances ,1910
893,H54,893,H54,Blindness and low vision ,3130
894,H55,894,H55,Nystagmus and other irregular eye movements ,30.6
895,H57,895,H57,Other disorders of eye and adnexa ,105
896,H59,896,H59,"Intraoperative and postprocedural complications and disorders of eye and adnexa, not elsewhere classified ",5.32
897,H60,897,H60,Otitis externa ,944
898,H61,898,H61,Other disorders of external ear ,2890
899,H62,899,H62,Disorders of external ear in diseases classified elsewhere ,14.3
900,H65,900,H65,Nonsuppurative otitis media ,17.3
901,H66,901,H66,Suppurative and unspecified otitis media ,11.4
902,H67,902,H67,Otitis media in diseases classified elsewhere ,12.2
903,H68,903,H68,Eustachian salpingitis and obstruction ,10.7
904,H69,904,H69,Other and unspecified disorders of Eustachian tube ,11.4
905,H70,905,H70,Mastoiditis and related conditions ,67.6
906,H71,906,H71,Cholesteatoma of middle ear ,149
907,H72,907,H72,Perforation of tympanic membrane ,106
908,H73,908,H73,Other disorders of tympanic membrane ,90.8
909,H74,909,H74,Other disorders of middle ear mastoid ,59.1
910,H75,910,H75,Other disorders of middle ear and mastoid in diseases classified elsewhere ,10.4
911,H80,911,H80,Otosclerosis ,636
912,H81,912,H81,Disorders of vestibular function ,1040
913,H82,913,H82,Vertiginous syndromes in diseases classified elsewhere ,2.23
914,H83,914,H83,Other diseases of inner ear ,3380
915,H90,915,H90,Conductive and sensorineural hearing loss ,204
916,H91,916,H91,Other and unspecified hearing loss ,1050
917,H92,917,H92,Otalgia and effusion of ear ,16.4
918,H93,918,H93,"Other disorders of ear, not elsewhere classified ",33.3
919,H94,919,H94,Other disorders of ear in diseases classified elsewhere ,23.6
920,H95,920,H95,"Intraoperative and postprocedural complications and disorders of ear and mastoid process, not elsewhere classified ",3.4
921,I00,921,I00,Rheumatic fever without heart involvement ,44.1
922,I01,922,I01,Rheumatic fever with heart involvement ,62.3
923,I02,923,I02,Rheumatic chorea ,108
924,I05,924,I05,Rheumatic mitral valve diseases ,188
925,I06,925,I06,Rheumatic aortic valve diseases ,270
926,I07,926,I07,Rheumatic tricuspid valve diseases ,66.3
927,I08,927,I08,Multiple valve diseases ,4410
928,I09,928,I09,Other rheumatic heart diseases ,1890
929,I10,929,I10,Essential (primary) hypertension ,2450
930,I11,930,I11,Hypertensive heart disease ,2430
931,I12,931,I12,Hypertensive chronic kidney disease ,1410
932,I13,932,I13,Hypertensive heart and chronic kidney disease ,1220
933,I15,933,I15,Secondary hypertension ,3920
934,I20,934,I20,Angina pectoris ,1850
935,I21,935,I21,ST elevation (STEMI) and non-ST elevation (NSTEMI) myocardial infarction ,49.2
936,I22,936,I22,Subsequent ST elevation (STEMI) and non-ST elevation (NSTEMI) myocardial infarction ,15.3
937,I23,937,I23,Certain current complications following ST elevation (STEMI) and non-ST elevation (NSTEMI) myocardial infarction (within the 28 day period) ,4.85
938,I24,938,I24,Other acute ischemic heart diseases ,1740
939,I25,939,I25,Chronic ischemic heart disease ,2570
940,I26,940,I26,Pulmonary embolism ,3210
941,I27,941,I27,Other pulmonary heart diseases ,6820
942,I28,942,I28,Other diseases of pulmonary vessels ,2370
943,I30,943,I30,Acute pericarditis ,1270
944,I31,944,I31,Other diseases of pericardium ,190
945,I32,945,I32,Pericarditis in diseases classified elsewhere ,12.1
946,I33,946,I33,Acute and subacute endocarditis ,107
947,I34,947,I34,Nonrheumatic mitral valve disorders ,10.7
948,I35,948,I35,Nonrheumatic aortic valve disorders ,11.4
949,I36,949,I36,Nonrheumatic tricuspid valve disorders ,6.12
950,I37,950,I37,Nonrheumatic pulmonary valve disorders ,8
951,I38,951,I38,"Endocarditis, valve unspecified ",33.7
952,I39,952,I39,Endocarditis and heart valve disorders in diseases classified elsewhere ,12
953,I40,953,I40,Acute myocarditis ,661
954,I41,954,I41,Myocarditis in diseases classified elsewhere ,12.2
955,I42,955,I42,Cardiomyopathy ,4140
956,I43,956,I43,Cardiomyopathy in diseases classified elsewhere ,12.8
957,I44,957,I44,Atrioventricular and left bundle-branch block ,63.6
958,I45,958,I45,Other conduction disorders ,1620
959,I46,959,I46,Cardiac arrest ,4440
960,I47,960,I47,Paroxysmal tachycardia ,505
961,I48,961,I48,Atrial fibrillation and flutter ,848
962,I49,962,I49,Other cardiac arrhythmias ,2090
963,I50,963,I50,Heart failure ,23400
964,I51,964,I51,Complications and ill-defined descriptions of heart disease ,12
965,I52,965,I52,Other heart disorders in diseases classified elsewhere ,99.3
966,I60,966,I60,Nontraumatic subarachnoid hemorrhage ,22
967,I61,967,I61,Nontraumatic intracerebral hemorrhage ,18.5
968,I62,968,I62,Other and unspecified nontraumatic intracranial hemorrhage ,5.74
969,I63,969,I63,Cerebral infarction ,1730
970,I65,970,I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction ",5.34
971,I66,971,I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction ",16.1
972,I67,972,I67,Other cerebrovascular diseases ,1660
973,I68,973,I68,Cerebrovascular disorders in diseases classified elsewhere ,13.1
974,I69,974,I69,Sequelae of cerebrovascular disease ,73
975,I70,975,I70,Atherosclerosis ,4340
976,I71,976,I71,Aortic aneurysm and dissection ,641
977,I72,977,I72,Other aneurysm ,4360
978,I73,978,I73,Other peripheral vascular diseases ,2940
979,I74,979,I74,Arterial embolism and thrombosis ,720
980,I75,980,I75,Atheroembolism ,22.8
981,I76,981,I76,Septic arterial embolism ,101
982,I77,982,I77,Other disorders of arteries and arterioles ,64.9
983,I78,983,I78,Diseases of capillaries ,1760
984,I79,984,I79,"Disorders of arteries, arterioles and capillaries in diseases classified elsewhere ",12
985,I80,985,I80,Phlebitis and thrombophlebitis ,158
986,I81,986,I81,Portal vein thrombosis ,731
987,I82,987,I82,Other venous embolism and thrombosis ,872
988,I83,988,I83,Varicose veins of lower extremities ,194
989,I85,989,I85,Esophageal varices ,812
990,I86,990,I86,Varicose veins of other sites ,619
991,I87,991,I87,Other disorders of veins ,3810
992,I88,992,I88,Nonspecific lymphadenitis ,29.5
993,I89,993,I89,Other noninfective disorders of lymphatic vessels and lymph nodes ,3.71
994,I95,994,I95,Hypotension ,4450
995,I96,995,I96,"Gangrene, not elsewhere classified ",13
996,I97,996,I97,"Intraoperative and postprocedural complications and disorders of circulatory system, not elsewhere classified ",2.81
997,I99,997,I99,Other and unspecified disorders of circulatory system ,71.1
998,J00,998,J00,Acute nasopharyngitis [common cold] ,17
999,J01,999,J01,Acute sinusitis ,2870
1000,J02,1000,J02,Acute pharyngitis ,1550
1001,J03,1001,J03,Acute tonsillitis ,1420
1002,J04,1002,J04,Acute laryngitis and tracheitis ,18.2
1003,J05,1003,J05,Acute obstructive laryngitis [croup] and epiglottitis ,10.7
1004,J06,1004,J06,Acute upper respiratory infections of multiple and unspecified sites ,15.3
1005,J09,1005,J09,Influenza due to certain identified influenza viruses ,82.6
1006,J10,1006,J10,Influenza due to other identified influenza virus ,483
1007,J11,1007,J11,Influenza due to unidentified influenza virus ,14.9
1008,J12,1008,J12,"Viral pneumonia, not elsewhere classified ",14.2
1009,J13,1009,J13,Pneumonia due to Streptococcus pneumoniae ,306
1010,J14,1010,J14,Pneumonia due to Hemophilus influenzae ,19.4
1011,J15,1011,J15,"Bacterial pneumonia, not elsewhere classified ",16
1012,J16,1012,J16,"Pneumonia due to other infectious organisms, not elsewhere classified ",12.2
1013,J17,1013,J17,Pneumonia in diseases classified elsewhere ,58.3
1014,J18,1014,J18,"Pneumonia, unspecified organism ",26.2
1015,J20,1015,J20,Acute bronchitis ,3430
1016,J21,1016,J21,Acute bronchiolitis ,722
1017,J22,1017,J22,Unspecified acute lower respiratory infection ,535
1018,J30,1018,J30,Vasomotor and allergic rhinitis ,70.2
1019,J31,1019,J31,"Chronic rhinitis, nasopharyngitis and pharyngitis ",12
1020,J32,1020,J32,Chronic sinusitis ,3540
1021,J33,1021,J33,Nasal polyp ,787
1022,J34,1022,J34,Other and unspecified disorders of nose and nasal sinuses ,11.7
1023,J35,1023,J35,Chronic diseases of tonsils and adenoids ,73.7
1024,J36,1024,J36,Peritonsillar abscess ,153
1025,J37,1025,J37,Chronic laryngitis and laryngotracheitis ,8.19
1026,J38,1026,J38,"Diseases of vocal cords and larynx, not elsewhere classified ",10.1
1027,J39,1027,J39,Other diseases of upper respiratory tract ,2510
1028,J40,1028,J40,"Bronchitis, not specified as acute or chronic ",62.1
1029,J41,1029,J41,Simple and mucopurulent chronic bronchitis ,11.2
1030,J42,1030,J42,Unspecified chronic bronchitis ,268
1031,J43,1031,J43,Emphysema ,4870
1032,J44,1032,J44,Other chronic obstructive pulmonary disease ,2870
1033,J45,1033,J45,Asthma ,13400
1034,J47,1034,J47,Bronchiectasis ,1330
1035,J60,1035,J60,Coalworker's pneumoconiosis ,7.63
1036,J61,1036,J61,Pneumoconiosis due to asbestos and other mineral fibers ,7.24
1037,J62,1037,J62,Pneumoconiosis due to dust containing silica ,12.1
1038,J63,1038,J63,Pneumoconiosis due to other inorganic dusts ,8.27
1039,J64,1039,J64,Unspecified pneumoconiosis ,13.7
1040,J65,1040,J65,Pneumoconiosis associated with tuberculosis ,17.6
1041,J66,1041,J66,Airway disease due to specific organic dust ,23.9
1042,J67,1042,J67,Hypersensitivity pneumonitis due to organic dust ,12.4
1043,J68,1043,J68,"Respiratory conditions due to inhalation of chemicals, gases, fumes and vapors ",15.7
1044,J69,1044,J69,Pneumonitis due to solids and liquids ,27.3
1045,J70,1045,J70,Respiratory conditions due to other external agents ,503
1046,J80,1046,J80,Acute respiratory distress syndrome ,1820
1047,J81,1047,J81,Pulmonary edema ,3630
1048,J82,1048,J82,"Pulmonary eosinophilia, not elsewhere classified ",11.9
1049,J84,1049,J84,Other interstitial pulmonary diseases ,1340
1050,J85,1050,J85,Abscess of lung and mediastinum ,38
1051,J86,1051,J86,Pyothorax ,43.8
1052,J90,1052,J90,"Pleural effusion, not elsewhere classified ",12.2
1053,J91,1053,J91,Pleural effusion in conditions classified elsewhere ,12.2
1054,J92,1054,J92,Pleural plaque ,77.6
1055,J93,1055,J93,Pneumothorax and air leak ,70.4
1056,J94,1056,J94,Other pleural conditions ,2020
1057,J95,1057,J95,"Intraoperative and postprocedural complications and disorders of respiratory system, not elsewhere classified ",3.09
1058,J96,1058,J96,"Respiratory failure, not elsewhere classified ",69.6
1059,J98,1059,J98,Other respiratory disorders ,8410
1060,J99,1060,J99,Respiratory disorders in diseases classified elsewhere ,49.4
1061,K00,1061,K00,Disorders of tooth development and eruption ,36.1
1062,K01,1062,K01,Embedded and impacted teeth ,35.3
1063,K02,1063,K02,Dental caries ,2510
1064,K03,1064,K03,Other diseases of hard tissues of teeth ,1180
1065,K04,1065,K04,Diseases of pulp and periapical tissues ,15.1
1066,K05,1066,K05,Gingivitis and periodontal diseases ,428
1067,K06,1067,K06,Other disorders of gingiva and edentulous alveolar ridge ,4.84
1068,K08,1068,K08,Other disorders of teeth and supporting structures ,43.5
1069,K09,1069,K09,"Cysts of oral region, not elsewhere classified ",12.2
1070,K11,1070,K11,Diseases of salivary glands ,1350
1071,K12,1071,K12,Stomatitis and related lesions ,214
1072,K13,1072,K13,Other diseases of lip and oral mucosa ,88.9
1073,K14,1073,K14,Diseases of tongue ,8980
1074,K20,1074,K20,Esophagitis ,2010
1075,K21,1075,K21,Gastro-esophageal reflux disease ,236
1076,K22,1076,K22,Other diseases of esophagus ,3500
1077,K23,1077,K23,Disorders of esophagus in diseases classified elsewhere ,12.7
1078,K25,1078,K25,Gastric ulcer ,3130
1079,K26,1079,K26,Duodenal ulcer ,1290
1080,K27,1080,K27,"Peptic ulcer, site unspecified ",21.4
1081,K28,1081,K28,Gastrojejunal ulcer ,35
1082,K29,1082,K29,Gastritis and duodenitis ,176
1083,K30,1083,K30,Functional dyspepsia ,370
1084,K31,1084,K31,Other diseases of stomach and duodenum ,866
1085,K35,1085,K35,Acute appendicitis ,2200
1086,K36,1086,K36,Other appendicitis ,3430
1087,K37,1087,K37,Unspecified appendicitis ,40.4
1088,K38,1088,K38,Other diseases of appendix ,3340
1089,K40,1089,K40,Inguinal hernia ,2580
1090,K41,1090,K41,Femoral hernia ,1280
1091,K42,1091,K42,Umbilical hernia ,2070
1092,K43,1092,K43,Ventral hernia ,751
1093,K44,1093,K44,Diaphragmatic hernia ,656
1094,K45,1094,K45,Other abdominal hernia ,4120
1095,K46,1095,K46,Unspecified abdominal hernia ,187
1096,K50,1096,K50,Crohn's disease [regional enteritis] ,75
1097,K51,1097,K51,Ulcerative colitis ,3740
1098,K52,1098,K52,Other and unspecified noninfective gastroenteritis and colitis ,4.82
1099,K55,1099,K55,Vascular disorders of intestine ,1260
1100,K56,1100,K56,Paralytic ileus and intestinal obstruction without hernia ,15.2
1101,K57,1101,K57,Diverticular disease of intestine ,167
1102,K58,1102,K58,Irritable bowel syndrome ,4000
1103,K59,1103,K59,Other functional intestinal disorders ,1220
1104,K60,1104,K60,Fissure and fistula of anal and rectal regions ,16.8
1105,K61,1105,K61,Abscess of anal and rectal regions ,20.5
1106,K62,1106,K62,Other diseases of anus and rectum ,1910
1107,K63,1107,K63,Other diseases of intestine ,3920
1108,K64,1108,K64,Hemorrhoids and perianal venous thrombosis ,10.5
1109,K65,1109,K65,Peritonitis ,2270
1110,K66,1110,K66,Other disorders of peritoneum ,153
1111,K67,1111,K67,Disorders of peritoneum in infectious diseases classified elsewhere ,12
1112,K68,1112,K68,Disorders of retroperitoneum ,22.6
1113,K70,1113,K70,Alcoholic liver disease ,3230
1114,K71,1114,K71,Toxic liver disease ,4530
1115,K72,1115,K72,"Hepatic failure, not elsewhere classified ",16.3
1116,K73,1116,K73,"Chronic hepatitis, not elsewhere classified ",25.8
1117,K74,1117,K74,Fibrosis and cirrhosis of liver ,1760
1118,K75,1118,K75,Other inflammatory liver diseases ,4070
1119,K76,1119,K76,Other diseases of liver ,18700
1120,K77,1120,K77,Liver disorders in diseases classified elsewhere ,41.9
1121,K80,1121,K80,Cholelithiasis ,1150
1122,K81,1122,K81,Cholecystitis ,1620
1123,K82,1123,K82,Other diseases of gallbladder ,4250
1124,K83,1124,K83,Other diseases of biliary tract ,891
1125,K85,1125,K85,Acute pancreatitis ,3320
1126,K86,1126,K86,Other diseases of pancreas ,4310
1127,K87,1127,K87,"Disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere ",11.3
1128,K90,1128,K90,Intestinal malabsorption ,1150
1129,K91,1129,K91,"Intraoperative and postprocedural complications and disorders of digestive system, not elsewhere classified ",2.79
1130,K92,1130,K92,Other diseases of digestive system ,6700
1131,K94,1131,K94,Complications of artificial openings of the digestive system ,19.8
1132,K95,1132,K95,Complications of bariatric procedures ,1320
1133,L00,1133,L00,Staphylococcal scalded skin syndrome ,52
1134,L01,1134,L01,Impetigo ,3760
1135,L02,1135,L02,"Cutaneous abscess, furuncle and carbuncle ",13
1136,L03,1136,L03,Cellulitis and acute lymphangitis ,29.8
1137,L04,1137,L04,Acute lymphadenitis ,331
1138,L05,1138,L05,Pilonidal cyst and sinus ,202
1139,L08,1139,L08,Other local infections of skin and subcutaneous tissue ,346
1140,L10,1140,L10,Pemphigus ,960
1141,L11,1141,L11,Other acantholytic disorders ,12.8
1142,L12,1142,L12,Pemphigoid ,750
1143,L13,1143,L13,Other bullous disorders ,723
1144,L14,1144,L14,Bullous disorders in diseases classified elsewhere ,11.7
1145,L20,1145,L20,Atopic dermatitis ,2370
1146,L21,1146,L21,Seborrheic dermatitis ,2080
1147,L22,1147,L22,Diaper dermatitis ,1180
1148,L23,1148,L23,Allergic contact dermatitis ,3250
1149,L24,1149,L24,Irritant contact dermatitis ,668
1150,L25,1150,L25,Unspecified contact dermatitis ,159
1151,L26,1151,L26,Exfoliative dermatitis ,196
1152,L27,1152,L27,Dermatitis due to substances taken internally ,18.3
1153,L28,1153,L28,Lichen simplex chronicus and prurigo ,14.7
1154,L29,1154,L29,Pruritus ,1980
1155,L30,1155,L30,Other and unspecified dermatitis ,324
1156,L40,1156,L40,Psoriasis ,9790
1157,L41,1157,L41,Parapsoriasis ,79.5
1158,L42,1158,L42,Pityriasis rosea ,388
1159,L43,1159,L43,Lichen planus ,1370
1160,L44,1160,L44,Other papulosquamous disorders ,22.4
1161,L45,1161,L45,Papulosquamous disorders in diseases classified elsewhere ,2.79
1162,L49,1162,L49,Exfoliation due to erythematous conditions according to extent of body surface involved ,3.37
1163,L50,1163,L50,Urticaria ,4840
1164,L51,1164,L51,Erythema multiforme ,555
1165,L52,1165,L52,Erythema nodosum ,357
1166,L53,1166,L53,Other erythematous conditions ,511
1167,L54,1167,L54,Erythema in diseases classified elsewhere ,12.3
1168,L55,1168,L55,Sunburn ,6270
1169,L56,1169,L56,Other acute skin changes due to ultraviolet radiation ,37.4
1170,L57,1170,L57,Skin changes due to chronic exposure to nonionizing radiation ,14.7
1171,L58,1171,L58,Radiodermatitis ,54.7
1172,L59,1172,L59,Other disorders of skin and subcutaneous tissue related to radiation ,100
1173,L60,1173,L60,Nail disorders ,4030
1174,L62,1174,L62,Nail disorders in diseases classified elsewhere ,9.91
1175,L63,1175,L63,Alopecia areata ,1510
1176,L64,1176,L64,Androgenic alopecia ,271
1177,L65,1177,L65,Other nonscarring hair loss ,8.31
1178,L66,1178,L66,Cicatricial alopecia [scarring hair loss] ,38.3
1179,L67,1179,L67,Hair color and hair shaft abnormalities ,31.2
1180,L68,1180,L68,Hypertrichosis ,416
1181,L70,1181,L70,Acne ,12900
1182,L71,1182,L71,Rosacea ,8130
1183,L72,1183,L72,Follicular cysts of skin and subcutaneous tissue ,22.1
1184,L73,1184,L73,Other follicular disorders ,933
1185,L74,1185,L74,Eccrine sweat disorders ,27.6
1186,L75,1186,L75,Apocrine sweat disorders ,24.6
1187,L76,1187,L76,Intraoperative and postprocedural complications of skin and subcutaneous tissue ,4.45
1188,L80,1188,L80,Vitiligo ,5910
1189,L81,1189,L81,Other disorders of pigmentation ,1590
1190,L82,1190,L82,Seborrheic keratosis ,918
1191,L83,1191,L83,Acanthosis nigricans ,846
1192,L84,1192,L84,Corns and callosities ,21.1
1193,L85,1193,L85,Other epidermal thickening ,85.1
1194,L86,1194,L86,Keratoderma in diseases classified elsewhere ,3.26
1195,L87,1195,L87,Transepidermal elimination disorders ,8.4
1196,L88,1196,L88,Pyoderma gangrenosum ,193
1197,L89,1197,L89,Pressure ulcer ,5660
1198,L90,1198,L90,Atrophic disorders of skin ,655
1199,L91,1199,L91,Hypertrophic disorders of skin ,778
1200,L92,1200,L92,Granulomatous disorders of skin and subcutaneous tissue ,16
1201,L93,1201,L93,Lupus erythematosus ,2230
1202,L94,1202,L94,Other localized connective tissue disorders ,178
1203,L95,1203,L95,"Vasculitis limited to skin, not elsewhere classified ",12.2
1204,L97,1204,L97,"Non-pressure chronic ulcer of lower limb, not elsewhere classified ",7.94
1205,L98,1205,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified ",17.3
1206,L99,1206,L99,Other disorders of skin and subcutaneous tissue in diseases classified elsewhere ,15.7
1207,M00,1207,M00,Pyogenic arthritis ,159
1208,M01,1208,M01,Direct infections of joint in infectious and parasitic diseases classified elsewhere ,12.1
1209,M02,1209,M02,Postinfective and reactive arthropathies ,3.42
1210,M05,1210,M05,Rheumatoid arthritis with rheumatoid factor ,2970
1211,M06,1211,M06,Other rheumatoid arthritis ,9530
1212,M07,1212,M07,Enteropathic arthropathies ,6.51
1213,M08,1213,M08,Juvenile arthritis ,3140
1214,M1A,1214,M1A,Chronic gout ,4390
1215,M10,1215,M10,Gout ,12200
1216,M11,1216,M11,Other crystal arthropathies ,15.5
1217,M12,1217,M12,Other and unspecified arthropathy ,87.7
1218,M13,1218,M13,Other arthritis ,22600
1219,M14,1219,M14,Arthropathies in other diseases classified elsewhere ,9.87
1220,M15,1220,M15,Polyosteoarthritis ,22.1
1221,M16,1221,M16,Osteoarthritis of hip ,4080
1222,M17,1222,M17,Osteoarthritis of knee ,4520
1223,M18,1223,M18,Osteoarthritis of first carpometacarpal joint ,38.9
1224,M19,1224,M19,Other and unspecified osteoarthritis ,517
1225,M20,1225,M20,Acquired deformities of fingers and toes ,12.2
1226,M21,1226,M21,Other acquired deformities of limbs ,17.5
1227,M22,1227,M22,Disorder of patella ,691
1228,M23,1228,M23,Internal derangement of knee ,184
1229,M24,1229,M24,Other specific joint derangements ,14.1
1230,M25,1230,M25,"Other joint disorder, not elsewhere classified ",70.6
1231,M26,1231,M26,Dentofacial anomalies [including malocclusion] ,11.2
1232,M27,1232,M27,Other diseases of jaws ,1060
1233,M30,1233,M30,Polyarteritis nodosa and related conditions ,37.6
1234,M31,1234,M31,Other necrotizing vasculopathies ,3.41
1235,M32,1235,M32,Systemic lupus erythematosus (SLE) ,955
1236,M33,1236,M33,Dermatopolymyositis ,10.1
1237,M34,1237,M34,Systemic sclerosis [scleroderma] ,623
1238,M35,1238,M35,Other systemic involvement of connective tissue ,211
1239,M36,1239,M36,Systemic disorders of connective tissue in diseases classified elsewhere ,12.5
1240,M40,1240,M40,Kyphosis and lordosis ,240
1241,M41,1241,M41,Scoliosis ,6170
1242,M42,1242,M42,Spinal osteochondrosis ,33
1243,M43,1243,M43,Other deforming dorsopathies ,4.28
1244,M45,1244,M45,Ankylosing spondylitis ,2460
1245,M46,1245,M46,Other inflammatory spondylopathies ,4.71
1246,M47,1246,M47,Spondylosis ,2560
1247,M48,1247,M48,Other spondylopathies ,7.3
1248,M49,1248,M49,Spondylopathies in diseases classified elsewhere ,3.64
1249,M50,1249,M50,Cervical disc disorders ,2490
1250,M51,1250,M51,"Thoracic, thoracolumbar, and lumbosacral intervertebral disc disorders ",29.4
1251,M53,1251,M53,"Other and unspecified dorsopathies, not elsewhere classified ",3.47
1252,M54,1252,M54,Dorsalgia ,96.4
1253,M60,1253,M60,Myositis ,1670
1254,M61,1254,M61,Calcification and ossification of muscle ,44.2
1255,M62,1255,M62,Other disorders of muscle ,16500
1256,M63,1256,M63,Disorders of muscle in diseases classified elsewhere ,46.3
1257,M65,1257,M65,Synovitis and tenosynovitis ,120
1258,M66,1258,M66,Spontaneous rupture of synovium and tendon ,12.6
1259,M67,1259,M67,Other disorders of synovium and tendon ,32.1
1260,M70,1260,M70,"Soft tissue disorders related to use, overuse and pressure ",38.4
1261,M71,1261,M71,Other bursopathies ,2.93
1262,M72,1262,M72,Fibroblastic disorders ,21.4
1263,M75,1263,M75,Shoulder lesions ,2870
1264,M76,1264,M76,"Enthesopathies, lower limb, excluding foot ",4.03
1265,M77,1265,M77,Other enthesopathies ,16.2
1266,M79,1266,M79,"Other and unspecified soft tissue disorders, not elsewhere classified ",11.9
1267,M80,1267,M80,Osteoporosis with current pathological fracture ,43.4
1268,M81,1268,M81,Osteoporosis without current pathological fracture ,25.9
1269,M83,1269,M83,Adult osteomalacia ,165
1270,M84,1270,M84,Disorder of continuity of bone ,67.5
1271,M85,1271,M85,Other disorders of bone density and structure ,686
1272,M86,1272,M86,Osteomyelitis ,2450
1273,M87,1273,M87,Osteonecrosis ,937
1274,M88,1274,M88,Osteitis deformans [Paget's disease of bone] ,19.4
1275,M89,1275,M89,Other disorders of bone ,13000
1276,M90,1276,M90,Osteopathies in diseases classified elsewhere ,4.59
1277,M91,1277,M91,Juvenile osteochondrosis of hip and pelvis ,8.2
1278,M92,1278,M92,Other juvenile osteochondrosis ,15.2
1279,M93,1279,M93,Other osteochondropathies ,3.45
1280,M94,1280,M94,Other disorders of cartilage ,2720
1281,M95,1281,M95,Other acquired deformities of musculoskeletal system and connective tissue ,12.5
1282,M96,1282,M96,"Intraoperative and postprocedural complications and disorders of musculoskeletal system, not elsewhere classified ",2.6
1283,M99,1283,M99,"Biomechanical lesions, not elsewhere classified ",12.1
1284,N00,1284,N00,Acute nephritic syndrome ,51.6
1285,N01,1285,N01,Rapidly progressive nephritic syndrome ,13.9
1286,N02,1286,N02,Recurrent and persistent hematuria ,68.5
1287,N03,1287,N03,Chronic nephritic syndrome ,49
1288,N04,1288,N04,Nephrotic syndrome ,1380
1289,N05,1289,N05,Unspecified nephritic syndrome ,5.38
1290,N06,1290,N06,Isolated proteinuria with specified morphological lesion ,9.13
1291,N07,1291,N07,"Hereditary nephropathy, not elsewhere classified ",12.1
1292,N08,1292,N08,Glomerular disorders in diseases classified elsewhere ,12.2
1293,N10,1293,N10,Acute tubulo-interstitial nephritis ,15.3
1294,N11,1294,N11,Chronic tubulo-interstitial nephritis ,14.8
1295,N12,1295,N12,"Tubulo-interstitial nephritis, not specified as acute or chronic ",2.67
1296,N13,1296,N13,Obstructive and reflux uropathy ,18.5
1297,N14,1297,N14,Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions ,2.95
1298,N15,1298,N15,Other renal tubulo-interstitial diseases ,12.7
1299,N16,1299,N16,Renal tubulo-interstitial disorders in diseases classified elsewhere ,2.94
1300,N17,1300,N17,Acute kidney failure ,5060
1301,N18,1301,N18,Chronic kidney disease (CKD) ,2190
1302,N19,1302,N19,Unspecified kidney failure ,1280
1303,N20,1303,N20,Calculus of kidney and ureter ,97.5
1304,N21,1304,N21,Calculus of lower urinary tract ,72.5
1305,N22,1305,N22,Calculus of urinary tract in diseases classified elsewhere ,12
1306,N23,1306,N23,Unspecified renal colic ,24.5
1307,N25,1307,N25,Disorders resulting from impaired renal tubular function ,29.9
1308,N26,1308,N26,Unspecified contracted kidney ,13.7
1309,N27,1309,N27,Small kidney of unknown cause ,2530
1310,N28,1310,N28,"Other disorders of kidney and ureter, not elsewhere classified ",12.1
1311,N29,1311,N29,Other disorders of kidney and ureter in diseases classified elsewhere ,12.1
1312,N30,1312,N30,Cystitis ,4600
1313,N31,1313,N31,"Neuromuscular dysfunction of bladder, not elsewhere classified ",12
1314,N32,1314,N32,Other disorders of bladder ,7890
1315,N33,1315,N33,Bladder disorders in diseases classified elsewhere ,14.6
1316,N34,1316,N34,Urethritis and urethral syndrome ,67.5
1317,N35,1317,N35,Urethral stricture ,404
1318,N36,1318,N36,Other disorders of urethra ,1790
1319,N37,1319,N37,Urethral disorders in diseases classified elsewhere ,12.1
1320,N39,1320,N39,Other disorders of urinary system ,4600
1321,N40,1321,N40,Enlarged prostate ,3870
1322,N41,1322,N41,Inflammatory diseases of prostate ,3100
1323,N42,1323,N42,Other and unspecified disorders of prostate ,155
1324,N43,1324,N43,Hydrocele and spermatocele ,31.2
1325,N44,1325,N44,Noninflammatory disorders of testis ,5.71
1326,N45,1326,N45,Orchitis and epididymitis ,90.1
1327,N46,1327,N46,Male infertility ,9140
1328,N47,1328,N47,Disorders of prepuce ,31.9
1329,N48,1329,N48,Other disorders of penis ,4090
1330,N49,1330,N49,"Inflammatory disorders of male genital organs, not elsewhere classified ",12
1331,N50,1331,N50,Other and unspecified disorders of male genital organs ,12.7
1332,N51,1332,N51,Disorders of male genital organs in diseases classified elsewhere ,12.1
1333,N52,1333,N52,Male erectile dysfunction ,3710
1334,N53,1334,N53,Other male sexual dysfunction ,3980
1335,N60,1335,N60,Benign mammary dysplasia ,25
1336,N61,1336,N61,Inflammatory disorders of breast ,3720
1337,N62,1337,N62,Hypertrophy of breast ,1640
1338,N63,1338,N63,Unspecified lump in breast ,70.8
1339,N64,1339,N64,Other disorders of breast ,19400
1340,N65,1340,N65,Deformity and disproportion of reconstructed breast ,2.36
1341,N70,1341,N70,Salpingitis and oophoritis ,20
